0.200000	0.506000	72
0.785000	1.069000	72
1.096000	1.283000	74
1.296000	1.635000	72
1.656000	2.096000	74
2.096000	2.468000	74
2.496000	2.778000	74
2.826000	3.226000	74
3.276000	3.620000	72
3.635000	3.907000	74
3.926000	4.259000	72
4.385000	5.156000	69
5.456000	5.731000	65
5.756000	5.987000	67
6.016000	6.211000	69
6.346000	6.569000	72
6.646000	6.916000	69
6.926000	7.172000	67
7.196000	7.524000	65
7.835000	8.066000	65
8.126000	8.387000	67
8.406000	8.676000	69
8.696000	8.964000	74
8.966000	9.283000	69
9.296000	9.604000	67
9.606000	9.956000	65
