0.200000	0.433000	66
0.520000	0.876000	74
0.990000	1.202000	73
1.220000	1.490000	71
1.500000	1.993000	71
1.999000	2.330000	71
2.368000	2.642000	69
2.661000	2.906000	71
2.906000	3.185000	69
3.200000	3.409000	66
3.420000	3.730000	64
3.740000	4.330000	66
4.520000	4.795000	64
4.820000	5.074000	66
5.090000	5.522000	69
5.630000	6.580000	64
6.650000	6.898000	62
7.009000	7.267000	66
7.300000	7.826000	62
7.850000	8.620000	62
8.900000	9.137000	66
9.236000	9.689000	74
9.720000	9.905000	73
9.909000	10.290000	71
10.330000	10.830000	71
10.840000	11.090000	71
11.090000	11.346000	69
11.370000	11.602000	71
11.630000	11.890000	69
11.900000	12.162000	66
