0.200000	0.617000	70
0.621000	1.067000	70
1.071000	1.476000	69
1.480000	1.918000	65
1.918000	2.389000	67
2.725000	3.145000	65
3.149000	3.607000	67
3.611000	3.994000	65
3.998000	4.924000	69
4.928000	5.344000	69
5.568000	5.783000	60
5.787000	6.204000	70
6.208000	6.589000	69
6.593000	6.804000	67
6.808000	7.074000	65
7.078000	7.494000	65
7.498000	7.933000	67
7.937000	8.350000	67
8.354000	8.778000	67
8.778000	9.644000	72
9.648000	10.054000	72
10.058000	10.262000	67
10.267000	10.504000	64
10.508000	10.918000	64
10.918000	11.774000	65
11.778000	12.128000	65
