0.200000	0.450000	62
0.476000	0.711000	64
0.736000	0.904000	66
0.946000	1.480000	71
1.486000	1.992000	66
2.290000	2.561000	62
2.586000	2.824000	64
2.846000	3.048000	66
3.056000	3.496000	73
3.636000	4.136000	66
4.356000	4.648000	66
4.676000	4.936000	66
4.946000	5.224000	66
5.226000	5.992000	76
6.006000	6.504000	74
6.506000	7.016000	73
7.016000	7.304000	74
7.316000	8.296000	71
8.626000	9.064000	74
9.086000	9.672000	73
9.686000	9.832000	74
9.956000	10.184000	73
10.206000	10.472000	71
10.505000	10.896000	66
10.986000	11.496000	67
11.526000	12.200000	64
