0.200000	0.517000	64
0.517000	0.771000	66
0.777000	1.188000	68
1.217000	1.537000	68
1.537000	2.088000	69
2.088000	2.439000	66
2.450000	2.855000	68
2.947000	3.420000	66
3.597000	3.843000	64
3.867000	4.099000	66
4.107000	4.547000	68
4.577000	5.059000	68
5.067000	5.283000	66
5.307000	5.955000	66
5.967000	6.228000	64
6.247000	6.727000	64
6.787000	7.699000	66
7.917000	8.099000	63
8.156000	8.362000	64
8.387000	8.832000	66
8.877000	9.114000	66
9.137000	9.539000	66
9.567000	10.019000	71
10.037000	10.509000	69
10.527000	10.787000	71
10.787000	11.379000	68
11.677000	11.939000	64
11.957000	12.162000	66
