0.200000	0.634000	65
0.634000	0.970000	67
1.008000	1.375000	63
1.388000	1.705000	63
1.780000	2.042000	58
2.200000	2.570000	58
2.622000	3.401000	65
3.420000	3.818000	65
3.820000	4.201000	67
4.229000	4.490000	63
4.629000	4.970000	63
5.050000	5.418000	58
5.450000	5.818000	58
5.850000	6.538000	67
6.670000	7.050000	67
7.059000	7.466000	68
7.470000	7.818000	67
7.879000	8.201000	65
8.294000	8.566000	58
8.679000	8.938000	58
9.090000	9.770000	67
9.890000	10.281000	67
10.312000	10.657000	68
10.700000	11.114000	67
11.120000	11.401000	65
11.550000	11.901000	58
