0.200000	0.584000	59
0.605000	0.990000	61
1.011000	1.395000	63
1.416000	1.608000	68
1.619000	2.196000	66
2.227000	2.409000	68
2.409000	2.991000	66
2.991000	3.230000	68
3.241000	3.817000	66
4.051000	4.243000	61
4.254000	4.638000	63
4.659000	4.851000	68
4.862000	5.439000	66
5.470000	5.653000	68
5.653000	6.260000	66
6.281000	6.473000	68
6.484000	6.868000	66
6.889000	7.466000	63
7.497000	7.882000	61
7.903000	8.094000	59
8.105000	8.490000	56
8.511000	8.895000	63
8.916000	9.108000	61
9.119000	9.503000	61
9.524000	9.716000	59
9.727000	10.111000	56
10.132000	10.709000	59
