0.200000	0.467000	65
0.491000	0.754000	70
0.760000	1.074000	69
1.080000	1.362000	67
1.371000	1.650000	65
1.660000	2.130000	67
2.271000	2.515000	69
2.621000	2.995000	69
3.221000	3.443000	65
3.780000	4.595000	67
4.610000	4.915000	69
4.941000	5.491000	70
5.500000	5.778000	69
6.091000	6.258000	69
6.401000	6.910000	76
7.000000	7.186000	74
7.300000	7.816000	74
7.930000	8.339000	69
8.500000	9.267000	67
9.621000	9.906000	67
9.921000	10.195000	67
10.200000	10.482000	65
10.510000	10.771000	64
10.780000	10.995000	65
11.100000	11.506000	69
11.671000	11.986000	65
