0.200000	0.457000	56
0.479000	0.777000	64
0.779000	0.905000	64
1.059000	1.353000	64
1.372000	1.590000	64
1.600000	2.090000	68
2.250000	2.537000	63
2.559000	2.825000	63
2.840000	3.114000	63
3.129000	3.305000	63
3.382000	3.933000	68
4.000000	4.233000	61
4.309000	4.457000	61
4.600000	4.777000	61
4.890000	5.161000	61
5.190000	5.450000	63
5.479000	5.642000	64
5.770000	6.346000	59
6.640000	6.953000	59
6.979000	7.242000	64
7.250000	7.529000	56
7.540000	7.818000	57
7.840000	8.105000	57
8.129000	8.394000	57
8.420000	8.553000	57
8.720000	9.001000	56
9.309000	9.546000	56
9.559000	9.866000	56
9.879000	10.057000	56
10.180000	10.474000	56
10.490000	10.761000	61
10.770000	11.050000	68
11.070000	11.312000	66
11.350000	11.593000	66
11.650000	11.946000	66
