0.200000	0.350000	65
0.370000	0.573000	65
0.614000	0.830000	65
0.860000	1.118000	65
1.130000	1.342000	63
1.410000	1.776000	70
1.860000	2.110000	65
2.120000	2.779000	65
2.804000	3.031000	63
3.050000	3.646000	70
3.760000	3.998000	65
4.020000	4.254000	65
4.490000	4.734000	65
4.746000	5.017000	65
5.017000	5.233000	63
5.240000	5.483000	70
5.490000	5.918000	65
5.940000	6.142000	65
6.430000	6.654000	65
6.661000	6.910000	65
6.910000	7.123000	63
7.123000	7.340000	70
7.440000	7.902000	65
7.920000	8.126000	65
8.402000	8.619000	60
8.630000	8.766000	63
8.767000	8.983000	60
9.110000	9.822000	67
9.830000	10.302000	68
10.310000	10.494000	65
10.523000	11.326000	65
11.330000	12.190000	63
