0.200000	0.418000	69
0.440000	0.705000	70
0.730000	0.994000	72
1.257000	1.525000	74
1.540000	1.761000	72
1.811000	2.029000	74
2.080000	2.305000	72
2.355000	2.573000	74
2.905000	3.123000	67
3.140000	3.681000	77
3.700000	3.938000	79
3.940000	4.130000	75
4.180000	4.450000	74
4.472000	5.230000	75
5.549000	5.777000	72
5.846000	6.050000	70
6.080000	6.338000	72
6.340000	6.626000	70
6.630000	6.818000	72
7.150000	7.394000	65
7.409000	7.938000	75
7.950000	8.194000	77
8.253000	8.409000	74
8.480000	8.705000	72
8.815000	9.239000	74
