0.200000	0.491000	63
0.534000	0.891000	65
0.910000	1.208000	63
1.240000	1.921000	65
1.960000	2.169000	63
2.169000	2.690000	65
2.849000	3.106000	67
3.119000	3.810000	68
4.199000	4.641000	67
4.765000	5.041000	68
5.042000	5.762000	67
5.778000	6.069000	65
6.069000	6.562000	63
6.719000	7.010000	65
7.010000	7.705000	67
7.940000	8.236000	63
8.255000	8.641000	65
8.704000	8.954000	67
8.966000	9.282000	68
9.400000	9.858000	65
10.040000	10.562000	65
10.590000	10.817000	67
10.930000	11.390000	68
11.440000	11.810000	65
11.821000	12.074000	68
