0.200000	0.494000	72
0.498000	0.823000	73
0.828000	1.064000	72
1.068000	1.374000	72
1.379000	1.796000	72
2.060000	2.425000	68
2.430000	2.636000	68
2.640000	3.225000	70
3.240000	3.663000	72
3.667000	4.025000	68
4.030000	4.415000	65
4.419000	4.821000	72
5.015000	5.515000	70
5.519000	5.765000	67
5.769000	6.195000	63
6.199000	6.549000	70
6.820000	7.213000	70
7.217000	7.520000	75
7.520000	8.010000	75
8.014000	8.376000	67
8.381000	9.052000	68
9.057000	9.437000	72
9.441000	9.672000	70
9.676000	10.057000	68
10.265000	10.791000	65
10.795000	11.176000	67
11.181000	11.615000	68
11.619000	12.136000	73
