0.200000	0.424000	63
0.430000	0.680000	67
0.710000	0.935000	68
0.950000	1.196000	70
1.260000	2.535000	63
2.550000	2.760000	60
2.790000	3.016000	60
3.130000	3.910000	68
4.085000	4.320000	63
4.320000	4.552000	68
4.580000	4.808000	70
4.830000	5.060000	72
5.160000	5.732000	65
5.760000	6.047000	63
6.050000	6.568000	65
6.950000	7.199000	63
7.210000	7.624000	65
7.650000	7.872000	67
7.910000	8.584000	68
8.630000	8.935000	70
8.940000	9.576000	70
9.580000	9.910000	72
9.910000	10.535000	72
10.540000	10.760000	70
10.790000	11.016000	70
11.020000	11.496000	68
11.750000	11.992000	63
