0.200000	0.410000	66
0.498000	0.718000	65
0.728000	0.909000	66
0.918000	1.419000	58
1.508000	1.758000	56
1.778000	2.094000	58
2.128000	2.638000	61
2.898000	3.278000	56
3.518000	3.790000	56
3.988000	4.430000	65
4.628000	5.102000	65
5.118000	5.294000	66
5.428000	5.838000	66
5.868000	6.254000	68
6.278000	7.182000	70
7.428000	7.950000	68
7.968000	8.109000	70
8.258000	8.814000	66
8.818000	9.294000	63
9.298000	9.550000	63
9.928000	10.194000	61
10.258000	10.668000	61
10.722000	11.002000	66
11.018000	11.533000	61
11.808000	11.982000	58
