0.200000	0.370000	73
0.419000	0.614000	73
0.633000	0.809000	71
0.844000	1.027000	71
1.029000	1.251000	70
1.259000	1.444000	70
1.550000	1.859000	68
1.956000	2.181000	71
2.181000	2.352000	71
2.375000	2.546000	70
2.617000	2.787000	70
2.790000	3.011000	68
3.040000	3.235000	68
3.350000	3.588000	66
3.930000	4.100000	66
4.154000	4.312000	63
4.375000	4.533000	66
4.577000	4.835000	63
4.850000	5.027000	66
5.129000	5.444000	68
5.459000	5.700000	70
5.700000	6.179000	70
6.200000	6.435000	68
6.450000	6.820000	66
6.906000	7.396000	73
7.570000	7.978000	68
8.140000	8.821000	66
8.838000	9.015000	65
9.050000	10.952000	63
