0.200000	0.463000	66
0.491000	0.718000	66
0.730000	0.910000	64
1.051000	1.307000	66
1.480000	1.678000	64
1.881000	2.191000	64
2.194000	2.472000	66
2.500000	2.766000	64
2.780000	3.086000	66
3.103000	3.368000	64
3.370000	3.630000	66
3.660000	4.206000	68
4.210000	4.366000	68
4.530000	4.782000	68
4.810000	4.974000	66
5.110000	5.391000	66
5.391000	5.678000	64
5.699000	5.889000	66
6.068000	6.316000	64
6.561000	6.830000	64
6.841000	7.091000	64
7.141000	7.391000	63
7.421000	7.623000	61
7.741000	7.978000	59
7.978000	8.257000	66
8.280000	8.814000	68
8.814000	9.128000	68
9.134000	9.384000	68
9.391000	9.710000	66
9.720000	9.998000	66
10.010000	10.254000	64
10.270000	10.667000	64
10.720000	11.118000	64
11.130000	11.342000	64
11.441000	11.950000	61
