0.200000	0.799000	66
0.860000	1.860000	71
1.980000	2.294000	68
2.360000	2.774000	71
2.780000	3.061000	68
3.180000	3.734000	66
3.760000	4.022000	68
4.071000	4.374000	72
4.400000	4.726000	68
4.831000	5.187000	72
5.293000	5.452000	66
5.500000	5.750000	75
5.880000	6.198000	73
6.240000	6.582000	66
6.610000	6.870000	64
7.120000	7.414000	66
7.424000	7.696000	68
7.820000	8.182000	66
8.210000	8.534000	64
8.800000	9.014000	71
9.110000	9.335000	69
9.570000	9.846000	68
9.930000	10.261000	64
10.520000	10.934000	66
10.965000	11.150000	68
11.150000	11.638000	66
11.640000	11.766000	64
