0.200000	0.419000	66
0.454000	0.678000	66
0.684000	0.934000	66
0.934000	1.158000	66
1.184000	1.415000	66
1.415000	1.606000	66
1.634000	1.958000	63
2.125000	2.324000	66
2.350000	2.549000	66
2.604000	2.758000	66
2.895000	3.143000	66
3.145000	3.367000	66
3.395000	3.558000	66
3.584000	3.910000	61
4.145000	4.358000	66
4.384000	4.615000	66
4.634000	4.839000	66
4.865000	5.062000	66
5.065000	5.350000	64
5.365000	5.639000	63
5.645000	6.119000	61
6.134000	6.464000	59
6.562000	6.812000	59
6.834000	7.047000	59
7.065000	7.302000	61
7.325000	7.815000	63
8.025000	8.275000	66
8.315000	8.550000	66
8.554000	8.775000	66
8.804000	9.030000	66
9.054000	9.254000	66
9.265000	9.510000	66
9.534000	9.799000	63
9.931000	10.181000	66
10.244000	10.443000	66
10.525000	10.724000	66
10.765000	10.967000	66
11.025000	11.227000	66
11.265000	11.495000	66
11.525000	11.815000	61
