0.200000	0.580000	62
0.580000	0.885000	70
0.909000	1.238000	69
1.256000	1.571000	70
1.637000	1.952000	69
2.259000	2.550000	62
2.550000	2.709000	62
2.880000	3.318000	65
3.529000	3.894000	63
3.900000	4.085000	63
4.209000	4.500000	62
4.556000	4.847000	62
4.970000	5.205000	60
5.480000	5.877000	60
5.879000	6.550000	72
6.572000	6.946000	72
7.000000	7.420000	72
7.609000	8.174000	60
8.259000	8.725000	63
8.880000	9.525000	62
9.540000	9.877000	60
9.879000	10.133000	63
10.200000	10.357000	62
10.379000	10.518000	62
10.820000	11.190000	62
11.209000	11.542000	70
11.559000	11.861000	69
