0.200000	0.416000	66
0.460000	0.730000	67
0.735000	1.220000	66
1.224000	1.720000	66
1.724000	1.928000	66
1.932000	2.200000	64
2.204000	2.450000	66
2.454000	2.670000	64
2.674000	2.900000	66
2.904000	3.150000	62
3.154000	3.431000	59
3.436000	3.811000	59
4.154000	4.394000	59
4.398000	4.630000	62
4.635000	5.111000	64
5.115000	5.290000	64
5.294000	5.580000	62
5.585000	5.811000	64
5.815000	6.048000	62
6.052000	6.258000	59
6.280000	6.540000	62
6.544000	6.811000	64
6.815000	7.103000	66
7.265000	7.511000	62
7.515000	7.883000	59
7.974000	8.470000	67
8.474000	8.970000	66
8.974000	9.450000	66
9.454000	9.670000	66
9.674000	9.920000	64
9.924000	10.161000	66
10.165000	10.373000	64
10.377000	10.620000	66
10.624000	10.849000	62
10.853000	11.102000	59
11.106000	11.475000	59
11.854000	12.080000	59
