0.200000	0.569000	64
0.618000	1.048000	61
1.068000	1.805000	59
1.868000	2.233000	73
2.255000	2.618000	71
2.708000	3.082000	69
3.082000	3.484000	69
3.487000	3.866000	68
3.868000	4.261000	69
4.287000	4.537000	68
4.537000	5.118000	69
5.118000	5.497000	73
5.565000	5.881000	74
5.928000	6.368000	69
6.377000	6.618000	69
6.768000	7.118000	64
7.257000	7.673000	73
7.677000	8.281000	71
8.307000	8.505000	69
8.518000	9.118000	68
9.318000	9.751000	61
9.757000	10.480000	62
10.553000	10.986000	69
11.037000	11.833000	69
