0.200000	0.672000	68
0.676000	0.930000	68
0.934000	1.551000	70
1.555000	2.018000	72
2.018000	2.204000	68
2.208000	2.618000	65
2.618000	3.225000	72
3.229000	3.723000	70
3.727000	3.986000	67
3.991000	4.337000	63
4.342000	4.685000	70
5.019000	5.395000	70
5.399000	5.686000	67
5.691000	6.020000	63
6.038000	6.571000	67
6.575000	7.096000	68
7.208000	7.656000	65
7.660000	8.067000	67
8.071000	8.461000	68
8.498000	8.982000	68
8.986000	9.259000	65
9.264000	9.603000	61
9.607000	9.920000	68
10.077000	10.330000	65
10.334000	10.760000	67
10.765000	10.975000	68
10.979000	11.259000	70
11.264000	11.697000	70
11.701000	11.984000	63
