0.200000	0.480000	64
0.489000	0.697000	63
0.730000	0.980000	64
0.980000	1.195000	63
1.259000	1.674000	64
1.750000	2.230000	66
2.230000	2.608000	68
2.640000	2.980000	64
3.020000	3.373000	59
3.450000	3.846000	63
3.859000	4.037000	64
4.100000	4.419000	59
4.459000	4.980000	61
5.320000	5.733000	63
5.750000	5.989000	64
6.020000	6.535000	59
6.700000	6.980000	59
6.980000	7.446000	64
7.459000	7.654000	59
7.679000	8.230000	61
8.380000	8.624000	59
8.639000	8.870000	61
8.880000	9.350000	61
9.370000	9.830000	63
9.836000	10.320000	64
10.320000	10.533000	66
10.555000	11.142000	66
11.480000	11.708000	56
11.730000	12.198000	68
