0.200000	0.365000	59
0.378000	0.672000	62
0.698000	0.993000	64
0.998000	1.184000	66
1.319000	1.600000	66
1.748000	1.984000	59
1.998000	2.624000	59
2.648000	2.976000	66
2.998000	3.328000	66
3.569000	3.713000	59
3.869000	4.128000	59
4.469000	4.800000	66
4.819000	5.120000	66
5.439000	5.696000	57
5.698000	5.952000	57
6.139000	6.528000	66
6.528000	6.880000	66
7.198000	7.456000	57
7.478000	7.680000	57
8.069000	8.289000	55
8.558000	8.704000	55
8.889000	9.280000	62
9.298000	9.569000	62
9.939000	10.112000	55
10.389000	10.624000	55
10.628000	11.072000	64
11.089000	11.296000	64
11.498000	11.648000	62
11.748000	11.936000	64
11.958000	12.096000	62
